task,decision_prompt,answer_type,answer
"In an ionic crystal, the average interaction energy for each ion pair is $u(r)=-\frac{\alpha q^{2}}{r}+\frac{\beta}{r^{n}}$, with Madelung constant $\alpha=1.75, n=9$. The equilibrium ion spacing is $r_{0}=2.82 \dot{A}$. Calculate the ionic vibration frequency. Retain 2 decimal places.
Options:
A. All other answers are incorrect
B. $8.53 \times 10^{13} \text{Hz}$
C. $8.95 \times 10^{12} \text{Hz}$
D. $9.35 \times 10^{11} \text{Hz}$
E. $8.35 \times 10^{12} \text{Hz}$
F. $8.75 \times 10^{11} \text{Hz}$","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,E
"The photoproduction of a $\mathrm{K}^{+}$ meson is described by the reaction $\gamma+\mathrm{p} \rightarrow \mathrm{~K}^{+}+\Lambda^{0},$ (1) Find the minimum energy of the photon in the laboratory frame (where the proton is at rest) for the above reaction to occur. (2) In flight, $\Lambda^{0}$ decays into a proton and a $\pi^{-}$ meson. If $\Lambda^{0}$ has a velocity of $0.8 c$, what is the maximum momentum of the $\pi^{-}$ meson in the laboratory frame? What is the maximum value of the laboratory momentum component perpendicular to the direction of $\Lambda^{0}$?
Options:
A. (1)850MeV\n(2)380MeV/c 95MeV/c
B. (1)950MeV\n(2)420MeV/c 115MeV/c
C. (1)900MeV\n(2)350MeV/c 90MeV/c
D. (1)913MeV\n(2)401MeV/c 102MeV/c
E. (1)880MeV\n(2)395MeV/c 100MeV/c
F. All other answers are incorrect","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,D
"If the Earth's rotation changes from one revolution every 24 hours to one every 48 hours due to the tidal forces of the moon, estimate the increased distance between the Earth and the Moon. Given that the mass of the Earth is $M_{\oplus} \approx 6 \times 10^{24} \mathrm{~kg}$, the radius of the Earth is $R_{\oplus}=6400 \mathrm{~km}$, the mass of the Moon is $M_{\mathbb{C}} \approx 7 \times 10^{22} \mathrm{~kg}$, and the Earth-Moon distance is $l=3.8 \times 10^{5} \mathrm{~km}$, treat the Moon as a point mass.
Options:
A. 3.86×$10^{5}$km
B. 4.68×$10^{5}$km
C. All other answers are incorrect
D. 4.86×$10^{5}$km
E. 4.86×$10^{4}$km
F. 9.72×$10^{5}$km","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,D
"Protons with a kinetic energy of 50 MeV bombard a ${ }^{9} \mathrm{Be}$ target, and neutrons are observed to be emitted. The maximum kinetic energy of neutrons emitted in the same direction as the incident beam is 48.1 MeV. Use the Q equation to calculate the maximum kinetic energy of neutrons emitted at an angle of $30^{\circ}$ to the incident beam.
Options:
A. 46.7MeV
B. All other answers are incorrect
C. 57.0MeV
D. 36.2MeV
E. 43.4MeV
F. 93.4MeV","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,A
"The $\mu^{-}$ is a type of particle. Apart from having a rest mass that is 207 times that of the electron, all other properties are the same as an electron. It may be captured by a proton to form a $\mu$  atom. Calculate the (1) Rydberg constant, (2) shortest wavelength of the Lyman series for the $\mu$ atom.
Options:
A. (1)$2.00 \times 10^{3}$eV; (2) $4.800 \text{\AA}$.
B. All other answers are incorrect
C. (1)$2.53 \times 10^{3}$eV; (2) $4.904 \text{\AA}$.
D. (1)$2.75 \times 10^{3}$eV; (2) $4.500 \text{\AA}$.
E. (1)$3.00 \times 10^{3}$eV; (2) $4.800 \text{\AA}$.
F. (1)$2.60 \times 10^{3}$eV; (2) $5.000 \text{\AA}$.","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,C
"Use a $\lambda / 4$ plate and a polarizer to identify a beam of elliptically polarized light. When the extinction position is reached, the optical axis of the $\lambda / 4$ plate is at an angle of $22^{\circ}$ with the transmission direction of the polarizer. Find the ratio of the major to minor axes of the ellipse.
Options:
A. 1.5
B. 2.5
C. 2.3
D. 2.7
E. All other answers are incorrect
F. 3.5","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,B
"Green light with wavelength 500.0 nm is incident on a grating with a grating constant of $2.5 \times 10^{-4} \mathrm{~cm}$ and a width of 3 cm. The focal length of the focusing lens is 50 cm. (1) Find the linear dispersion of the first-order spectrum; (2) Find the smallest resolvable wavelength difference in the first-order spectrum.
Options:
A. (1) 0.4 mm/nm;\n(2) $4.2 \times 10^{-2} \, \text{nm}$;
B. All other answers are incorrect
C. (1) 0.1 mm/nm;\n(2) $4.2 \times 10^{-2} \, \text{nm}$;
D. (1) 0.2 mm/nm;\n(2) $4.2 \times 10^{-2} \, \text{nm}$;
E. (1) 0.3 mm/nm;\n(2) $5.0 \times 10^{-2} \, \text{nm}$;
F. (1) -0.2 mm/nm;\n(2) $4.2 \times 10^{-2} \, \text{nm}$;","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,D
"Calculate the degree of polarization of natural light after passing through a stack of eight parallel glass plates with a refractive index of $n=1.560$, ignoring the absorption of light by the glass.
Options:
A. 0.82
B. All other answers are incorrect
C. 1.82
D. 0.91
E. 0.455
F. 0.64","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,D
"A beam of sodium yellow light is incident on a crystal plate of ice, with the optical axis perpendicular to the incident surface. The thickness of the plate is 4.20 mm. Find the distance between the two points on the opposite surface of the plate where the $o$-ray and $e$-ray hit, given that for sodium yellow light in ice, $n_{\mathrm{o}}=1.3090, n_{\mathrm{e}}=1.3104$.
Options:
A. 10.3
B. 13.5
C. All other answers are incorrect
D. 12.3
E. 14.3
F. 9.23","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,D
"In the Fresnel circular aperture diffraction experiment, the light source is 1.5 m away from the circular aperture, the wavelength is $0.63 \mu \mathrm{m}$, and the receiving screen is 6.0 m away from the circular aperture. The radius of the circular aperture gradually increases from 0.5 mm. Find the radius of the circular aperture when the first two occurrences of a central dark spot appear, respectively.
Options:
A. 1.0mm,1.5mm
B. All other answers are incorrect
C. 0.9mm,1.6mm
D. 1.2mm,1.7mm
E. 0.8mm,1.2mm
F. 1.5mm,2.0mm","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,D
"The focal length of the projection lens of a slide projector is 7.5 cm. When the screen is moved from 8 m to 10 m away, how much does the lens need to be moved?
Options:
A. 0.014cm
B. 0.007cm
C. 0.016cm
D. All other answers are incorrect
E. 0.14cm
F. 1.4cm","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,A
"Monochromatic polarized light is vertically incident into a calcite crystal, with its vibration direction forming a $30^{\circ}$ angle with the principal section. The two refracted lights then pass through a Nicol prism placed after the calcite, with its principal section forming a $50^{\circ}$ angle with the vibration direction of the original incident light. Find the relative intensity of the two light rays.
Options:
A. 12.72
B. 10.27
C. 14.72
D. 10.72
E. All other answers are incorrect
F. 5.36","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,D
"Given that the average diameter of Mars is 6900 km, the average diameter of Earth is $1.3 \times 10^{4} \mathrm{~km}$, and the mass of Mars is about 0.11 times the mass of Earth, find: (1) The ratio of the average density of Mars $\rho_{\mathrm{M}}$ to the density of Earth $\rho_{\oplus}$; (2) The value of $g$ on the surface of Mars.
Options:
A. All other answers are incorrect
B. (1)0.74\n(2)2.03\,\mathrm{m}/\mathrm{s}^{2}
C. (1)1.48\n(2)4.06\,\mathrm{m}/\mathrm{s}^{2}
D. (1)0.37\n(2)1.02\,\mathrm{m}/\mathrm{s}^{2}
E. (1)0.85\n(2)2.30\,\mathrm{m}/\mathrm{s}^{2}
F. (1)0.68\n(2)1.95\,\mathrm{m}/\mathrm{s}^{2}","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,B
"Monochromatic parallel light with intensity $I_{0}$ passes through orthogonal Nicol prisms. Now, a $\lambda / 4$ plate is inserted between the two Nicol prisms, with its principal section making an angle of $60^{\circ}$ with the principal section of the first Nicol prism. Find the intensity of the emergent light (neglect reflection, absorption, and other losses).
Options:
A. All other answers are incorrect
B. $\frac{3}{16}I_{0}$
C. $\frac{3}{8}I_{0}$
D. $\frac{1}{8}I_{0}$
E. $\frac{3}{32}I_{0}$
F. $\frac{5}{16}I_{0}$","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,B
"The ${ }^{69} \mathrm{Zn}$ nucleus is in an excited state with an energy of 436 keV and can emit K-shell internal conversion electrons to return to the ground state. Calculate the recoil energy of the nucleus at this time. The binding energy of K-shell electrons is known to be 9.7 keV
Options:
A. 9.60eV
B. 2.40eV
C. 4.00eV
D. 5.60eV
E. All other answers are incorrect
F. 4.80eV","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,F
"A screen is placed 100 cm away from a candle. A converging thin lens is placed between the candle and the screen. There are two positions where the lens can produce an image of the candle on the screen, and these two positions are 20 cm apart. By how many times do the illuminances of the two images of the candle on the screen differ?
Options:
A. All other answers are incorrect
B. 2
C. 4
D. 1
E. 5.0625
F. 2.25","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,F
"A microscope has a known N.A. $=1.32$, objective lens focal length $f_{0}=1.91 \mathrm{~mm}$, eyepiece focal length $f_{\mathrm{E}}=50 \mathrm{~mm}$. Find: (1) the minimum resolution distance; (2) the effective magnification.
Options:
A. (1)$0.25 \, \mu \text{m}$;\n(2)290;
B. All other answers are incorrect
C. (1)$0.35 \, \mu \text{m}$;\n(2)320;
D. (1)$0.40 \, \mu \text{m}$;\n(2)260;
E. (1)$0.50 \, \mu \text{m}$;\n(2)270;
F. (1)$0.45 \, \mu \text{m}$;\n(2)310;","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,A
"Calculate the difference in nuclear binding energy between ${ }^{23} \mathrm{Mg}$ and ${ }^{23} \mathrm{Na}$, given that the masses of the respective atoms are $22.994125 u$ and $22.989770 u$.
Options:
A. -5.63 MeV
B. -5.36 MeV
C. -6.36 MeV
D. All other answers are incorrect
E. +5.36 MeV
F. -10.72 MeV","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,B
"If a Fresnel zone plate only blocks the first five even half-period zones and leaves the rest unblocked, what is the ratio of the diffraction field center intensity to that of free propagation?
Options:
A. 100
B. 110
C. 112
D. All other answers are incorrect
E. 169
F. 225","Output your answers in the format:
\{{the final answer is boxed[answer]}} at the end of your response.
For instance, if there were 7 options and the answers were C, the output would be:
\{{the final answer is boxed[C]}}",multiple,D
